IndicatorCode,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,ORALHEALTH_SUGAR_AVAILABILITY,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val_average,R_Ad_val_average,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise_average,R_Sp_excise_average,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001546,SA_0000001546_ARCHIVED,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,TAXBEV_EXCISE,TAXBEV_EXCISE,TAXBEV_SUGARCONTENT,TAXBEV_SUGARCONTENT,TAXBEV_VATSALES,TAXBEV_VATSALES,WHS6_101,WHS6_116
MAR,74.24376678,73.26049042,72.58872986,74.45890045,74.76679993,74.15740204,71.19411469,69.26705933,68.17669678,65.72190094,67.41249847,65.65725708,64.71463776,64.90471649,60.24949265,60.07689285,60.30977631,60.00078583,59.62752151,58.96369553,55.34975052,54.80017471,49.29318619,42.84694672,40.56655925,41.4317091,46.15157938,57.889032,68.16683478,72.07913115,78.47277882,91.33865431,104.47176728,108.7743078,113.49969312,117.52661648,111.33735026,116.71149284,113.65559033,97.83641114,97.83154082,100.11131906,104.76864937,105.39135291,106.29390276,114.84659795,99.47906938,99.51097111,91.80822,50.05,50.05,51.4,20.63,10.24,10.24,16.0,12.865,51.4,22.7,0.5,0.5,0.51,0.21,0.1,0.1,0.16,0.0,0.0,0.0,34.05,45.07,45.07,44.0,16.368333333333336,0.5,29.8,0.0,0.0,0.0,0.34,0.45,0.45,0.44,50.05,50.05,51.4,54.68,55.32,55.32,60.0,59.08,,,,,,,,1483299740.0,1561211567.0,,,,,,,,,,,,11023644304.0,12221738508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.385,13.526666666666666,10.6,10.6,16.67,16.67,,
MCO,19.96951103,19.90808868,19.81085968,19.00649834,18.882761,18.93036079,19.17924309,19.82950783,19.47229767,18.67455673,18.56434441,18.85396004,18.7141819,18.89117241,19.01783752,19.14944458,13.39675808,13.12947845,13.22506809,13.87927532,12.00400448,10.27730751,13.43380833,14.3486166,594.25726244,607.31166654,668.79287553,918.60071797,1072.82625023,1112.72790824,1178.92456479,1395.19331615,1624.5494623,1529.57910139,1489.81816022,1567.60488813,1472.78642188,1598.02562732,1652.97246438,1408.27542841,958.92996772,932.40839813,1008.01077134,1043.34031255,910.19356178,845.34838293,1030.92365243,1148.48749601,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.485,4.8,10.6,10.6,16.67,5.21,,
MDA,47.17256927,51.92459869,48.04402924,49.90517044,38.55303574,42.89875412,46.57448959,45.23914337,48.51334,46.54689407,42.17086411,45.99843979,43.44185257,43.37581253,39.25133133,47.18154526,47.51239014,44.68611908,40.75684738,36.91654968,32.09025955,31.26554489,32.60015488,28.32971764,10.08544126,13.18956089,16.29547543,19.18273289,24.90801411,34.03249491,46.62486265,61.27355726,90.02191004,97.06425136,83.6201654,98.88859066,97.14421758,100.48540589,90.58022772,87.96359544,81.3339774,109.00973031,112.68037362,104.8371912,98.03225912,126.27472699,128.58274651,127.97385109,49.91781,3.0,12.0,24.0,24.0,12.0,12.0,13.0,3.25,24.0,24.0,0.03,0.12,0.24,0.24,0.12,0.12,0.13,2.0,1.47,3.08,10.0,30.0,29.29,32.73,20.925,3.9,10.9,0.02,0.01,0.03,0.1,0.3,0.29,0.33,5.0,13.47,27.08,34.0,42.0,41.29,45.73,48.75,,,,,,,,,,,,,,,,,,,1868400000.0,2156000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,9.64,,16.67,56.0,4.7
MDG,52.01455688,46.9919281,44.79291916,46.57329178,37.03466415,39.67639542,38.33384705,42.46761703,45.34466171,45.45381927,44.44106293,36.76659012,42.71012878,44.94179535,35.87094879,32.04604721,29.45782852,30.29995537,34.66527939,39.79958725,35.8677063,38.51412964,36.56249237,33.03242493,5.81952718,6.17424607,6.73218446,8.21588187,5.29336086,6.32833314,6.30241224,8.21133987,9.48564305,8.89512076,9.39473344,8.41464946,8.24370312,8.68808823,8.09453111,7.14430101,7.13113315,7.15706818,7.32384498,6.16927319,6.0196607,6.61649244,5.79811422,5.76086652,20.21918,49.79,59.35,59.35,63.57,63.61,63.61,63.61,39.85,,,0.5,0.59,0.59,0.64,0.64,0.64,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.09,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.79,59.35,59.35,63.57,63.61,63.61,63.61,70.94,,,,,,75758362961.0,,78027440295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.526666666666667,3.6,10.5,10.5,16.67,16.67,,
MDV,66.85345459,67.29445648,70.06773376,67.49493408,68.64821625,65.78005219,62.40320206,52.63971329,43.45871353,41.8432045,46.69672775,52.90087509,50.42179871,46.38488388,37.40595627,27.75431442,27.46997833,28.37861252,21.53585625,19.21926308,18.31454086,18.53902626,21.9598465,19.55037308,146.98311974,154.64296093,174.80577868,162.35249328,209.09780628,220.45017968,252.06794419,251.74510777,336.86970049,284.39295128,284.32323525,311.16690534,326.28366596,311.54553101,264.60676078,232.43320485,279.64400168,272.88220625,179.44014762,169.28319098,154.90885201,167.05365721,194.10629868,226.59435545,62.82192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,10.61,,5.66,,
MEX,54.78259659,56.24237823,57.31053543,58.49080276,56.54201508,57.76345825,57.1729126,56.18167877,54.08641815,53.33152771,49.78125381,47.1961174,46.9178772,46.24884415,47.91830063,47.79903793,48.72028351,49.46463013,50.37167358,50.83270264,47.09709167,49.79109573,48.10766983,51.37320328,174.94669198,204.94539738,220.99786748,240.88382795,252.2543176,279.5634084,294.03952054,313.53045096,309.97529921,262.7105211,265.87432388,266.80786817,273.28865348,289.33164779,292.21649144,264.76489312,238.69153569,253.53084805,266.09493264,279.44058975,252.02438565,301.8007957,313.16685429,390.94412931,93.89041,48.13,46.24,37.05,38.25,38.73,39.2,38.29,38.25,35.5,36.6,0.48,0.46,0.37,0.38,0.39,0.39,0.38,0.0,2.67,17.5,15.56,14.77,14.0,15.48,15.55,17.2,15.4,0.0,0.03,0.18,0.16,0.15,0.14,0.15,48.13,48.91,54.55,53.8,53.5,53.2,53.77,53.8,,,,,,,,,,,,,,,,,,,,,43848500000.0,45656600000.0,,,,,,,,4.0,,,,,,,,,,,,1.2,,,,,0.8,,,,,,,,,,4.0,,,,,,,,,,,,1.2,,,,,0.8,,,,,,,,,,,,,,,,,,1439.06,,1787.12,1909.16,2141.43,1802.15,2067.18,2359.93,2472.63,2544.57,3115.51,,,,,,,,,,,,,,,,,,1439.06,,1787.12,1909.16,2141.43,1802.15,2067.18,2359.93,2472.63,2544.57,3115.51,,,18.333333333333332,18.333333333333332,,,,,,,,,,,,,,,,,,,,8.784999999999998,8.755,7.5,10.5,13.79,13.79,50.0,4.7
MHL,2.38752532,2.85449386,2.68409562,2.44300365,2.39447641,1.86329305,1.49514675,2.00435066,1.80783367,1.75791144,1.80493522,2.80334973,2.69562292,2.61312819,2.56138062,2.10188556,2.03983164,2.51602936,2.08977675,2.00650859,2.38756943,2.22864413,1.98636401,2.01781774,7.32333805,7.68365636,8.31176105,8.26178829,8.70036829,9.14088948,9.16971303,9.72143223,9.69415304,9.55734701,9.90185662,10.55158666,11.0654767,11.6395072,11.52379607,11.71490419,12.63383344,13.91522692,14.68770325,15.92502722,16.40318177,17.43164039,17.06386673,18.04363713,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.13,1137.92,1128.27,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,1013.13,1137.92,1128.27,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.74,10.99,1.2833333333333334,1.2833333333333334,,
MKD,42.93799591,43.25770187,43.4125824,44.1041832,42.91207504,41.53878784,40.24209976,37.52191544,32.42045212,35.47527313,38.73490906,36.68109512,36.22146225,34.0839653,35.30490875,34.6856842,35.61956787,41.52416229,41.80876541,39.75191879,39.60430908,45.51428604,43.11935043,42.42934036,69.85257037,65.07140741,75.05446276,94.51188544,98.99053197,95.46179457,97.62928295,98.77687828,101.6723975,105.67221113,119.33681998,122.93120541,115.17665174,123.08990589,126.26157128,111.77717753,123.75599757,155.85278672,178.34486841,186.62470339,202.30282936,289.76873972,242.19828814,271.30036324,106.79452,35.0,35.0,35.0,9.0,9.0,9.0,9.0,1.8,35.0,9.0,0.35,0.35,0.35,0.09,0.09,0.09,0.09,3.8,3.8,3.65,48.33,46.84,57.0,56.01,17.538,20.6,45.5,0.04,0.04,0.04,0.48,0.47,0.57,0.56,38.8,38.8,38.65,57.33,55.84,66.0,65.01,61.73,,,,,,,,,,,,,,,,,,,,,9664000000.0,11638000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.99,30.18,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,488.0,,,,,,,,,,,488.0,,,,,,,,,,,
MLI,70.54322052,69.8058548,63.60089874,63.11083221,57.46240234,58.90424347,58.4986763,63.18050766,65.16460419,63.67975235,58.35025024,52.39261627,47.31361771,37.31279373,35.75758362,36.325634,37.74137878,39.32704544,34.16209793,54.79129791,53.76226044,53.56362915,58.88150787,44.86283112,9.87938763,9.18576282,10.10935909,11.8455537,12.4808925,14.12142981,15.75480407,18.72383229,21.64371639,22.06332669,18.30118686,16.59781581,13.02600973,11.21869664,12.77481758,10.52659585,10.40939729,11.20611392,10.64819717,17.20937229,15.16209532,16.36841892,18.30884589,19.14992642,32.71233,5.58,7.14,10.08,9.79,11.18,11.18,11.18,8.18,,6.7,0.06,0.07,0.1,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58,7.14,10.08,9.79,11.18,11.18,11.18,8.18,5929751045.0,,,,,6127751065.0,,,,,,6898949436.0,,,,,,,7648949732.0,,,,,,,,,,,,,,,,,,,,,,,0.6,0.4,0.2,0.3,0.3,0.2,0.3,,,,,,,,,,,,,,,,,,,,,0.6,0.4,0.2,0.3,0.3,0.2,0.3,,,,,,,,,,,,,,,,,,,,2.96,4.03,4.03,3.32,4.79,4.57,3.81,6.0,,,,,,,,,,,,,,,,,,,,,2.96,4.03,4.03,3.32,4.79,4.57,3.81,6.0,,,,,,,,,,,,,,,,,,,,,,,,5.3575,3.186666666666667,10.6,10.61,15.25,15.25,,
MLT,28.20512772,31.33333397,29.59770203,30.15872955,30.45685196,30.8724823,31.51260567,33.19239044,35.24590302,35.08064651,35.42435455,35.55555725,34.35980606,32.44444275,38.38513947,39.16777039,36.9717598,37.10299683,36.5059967,37.48112869,33.3075943,32.63062668,32.98996353,33.98152161,182.51580731,214.94165571,245.85220736,326.54393757,373.79356132,425.49657452,466.42204838,533.14308216,620.27948171,590.59792742,614.78501803,697.67306539,652.32389624,690.11325789,946.91956967,880.88493718,860.2109501,950.90754286,1007.53255612,1104.65889468,1046.1149634,1188.09366851,1109.26237061,1231.3072165,117.39726,48.7,50.0,25.0,25.0,25.0,23.4,23.4,5.85,,,0.49,0.5,0.25,0.25,0.25,0.23,0.23,12.24,11.0,36.67,34.38,37.74,38.91,38.91,9.7275,,,0.12,0.11,0.37,0.34,0.38,0.39,0.39,60.94,61.0,61.67,59.38,62.74,62.31,62.31,62.31,,,,,,,,,,,,,,,,,,,94893000.0,97643000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.96,14.22,14.5,17.34,119.5,121.19,157.18,148.31,173.71,199.09,185.98,199.24,,,,,,,,,,,,,,,,,11.96,14.226,14.5,17.34,11.96,12.11,15.71,14.82,13.35,14.58,,,,,702.325,702.25,702.25,702.25,317.375,469.6666666666667,966.6666666666666,1350.0,1350.0,20.5,20.5,469.76666666666665,469.6666666666667,469.6666666666667,469.6666666666667,422.6666666666667,4.5,775.0,,,0.325,,10.61,,15.25,,
MMR,85.6558075,85.89756775,82.23466492,83.16690063,78.88470459,82.50259399,75.01602936,82.16391754,82.45877075,82.26850128,80.74466705,77.27889252,76.7002182,72.23144531,66.03541565,70.4500351,76.67307281,75.68781281,76.44777679,76.63259125,77.14438629,73.31951904,75.84134674,82.81489563,3.83065607,3.97448679,5.82367258,5.46806061,5.53390272,6.3135483,6.35697185,8.14559956,12.12818406,15.38678868,16.33682964,21.17845502,28.57518803,27.22096459,35.84477277,44.82267839,45.7578033,45.04774532,46.50518758,41.16816006,50.93291678,71.01904413,43.96428418,46.53294374,8.49315,25.0,25.0,50.0,50.0,0.0,0.0,49.9,0.0,,,0.25,0.25,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,35.29,32.5,0.0,36.0,,,0.0,0.0,0.0,0.0,0.35,0.33,0.0,25.0,25.0,50.0,50.0,35.29,32.5,49.9,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.435,10.360000000000001,,,4.76,4.76,,
MNE,,,,,,,,,,,,39.02814102,36.05047989,42.18601608,39.29953003,40.19408417,39.88281631,42.60570908,40.44877243,39.16490936,37.53451538,38.82394028,28.83676529,30.54774857,,,,,,,,,,,,223.10672531,192.92852692,251.92474107,228.48789213,234.00490857,241.24582511,265.72684394,301.64756643,295.60670999,336.40260123,397.65676892,297.85826244,350.59586097,55.53425,26.0,35.0,36.0,35.0,33.0,32.0,31.0,6.5,,,0.26,0.35,0.36,0.35,0.33,0.32,0.31,4.0,15.38,30.0,26.92,25.88,32.0,27.92,18.2425,,,0.04,0.15,0.3,0.27,0.26,0.32,0.29,30.0,50.38,66.0,61.92,58.88,64.0,58.92,58.59,,,,,,,,,,,,,,,,,,,,,45500000.0,60500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,,,,,,,,,,,650.0,,,,,,,,,,,
MNG,23.06217384,25.18954849,24.91884995,26.90624046,28.5906601,34.60889816,29.30725098,26.518713,23.52390671,24.76078987,30.27305603,34.37726212,33.44129562,39.02463913,36.82086182,38.61853409,35.89398575,39.19174194,45.25228119,44.54172134,44.93968582,31.8818779,40.27128601,51.24559021,6.48873586,7.01585605,7.64463531,7.31504858,9.63575369,13.16618337,14.51525067,17.54913944,22.88131261,18.99153367,30.12451901,46.74848606,56.73382304,70.40647147,65.06117592,63.79509534,60.45050939,62.89845001,85.3644337,88.00169665,84.83472675,105.22216733,180.51286839,184.28417364,27.28767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.42,40.6,40.27,56.13,40.94,38.3,36.35,12.602500000000001,0.0,35.1,0.3,0.41,0.4,0.56,0.41,0.38,0.36,30.42,40.6,40.27,56.13,40.94,38.3,36.35,32.15,,,,,,,,,35325055945.0,,,,,,,,,,,28700000000.0,,,,,,,,,,,,,,5.8,6.7,6.0,4.5,3.0,2.4,1.9,2.0,2.5,3.4,2.7,2.0,2.4,,,,,,,,,,,,,,,5.8,6.7,6.0,4.5,3.0,2.4,1.9,2.0,2.5,3.4,2.7,2.0,2.4,,,,,,,,,,,,,,,19.4,26.9,25.8,21.3,17.8,16.8,22.4,32.0,45.6,48.1,62.1,69.9,125.6,181.2,162.2,121.8,,,,,,,,,,,,,19.4,26.9,25.8,21.3,17.8,16.8,22.4,32.0,45.6,48.1,62.1,69.9,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,1.9316666666666666,2.5816666666666666,10.6,10.6,9.09,9.09,90.0,
MOZ,39.83553696,27.41763115,28.62410736,21.8440361,16.18545532,12.91511631,13.38787937,13.12143898,12.53474998,9.57833576,8.49968624,8.34748077,17.5775013,16.64579582,18.54104042,18.28590393,16.97421074,15.63458538,15.14517021,15.58563423,16.45472527,14.81475735,16.03205872,15.83214569,2.79198423,2.34069557,2.86300545,2.41084068,2.28611879,2.37730903,2.41658871,2.53204537,3.06921184,2.65219762,2.23206968,2.5397345,6.19549367,6.90852757,8.06583205,7.37956707,5.40689277,5.74700153,6.2537529,6.39308224,5.74640602,6.5331523,7.64699332,8.38496805,33.9726,33.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.6,16.33,16.86,14.0,14.0,9.33,,,0.0,0.12,0.1,0.16,0.17,0.14,0.14,33.67,12.0,9.6,16.33,16.86,14.0,14.0,9.33,,,,,,2571207518.0,1930033088.0,,,,,,,,,,,,1089000509.0,926755083.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.618333333333333,7.321666666666666,,10.37,14.53,13.79,,
MRT,81.74517059,80.86268616,73.23936462,71.57544708,73.84545898,70.65610504,72.47309875,69.25831604,65.35027313,66.49627686,66.33787537,64.35229492,60.82008743,53.31594467,53.58800125,52.74016953,60.07937622,57.51740265,66.15008545,61.20621109,62.43131256,51.09090805,44.15520096,46.360466,18.80376015,18.82615346,19.02026027,21.12819546,23.24124043,24.02688492,25.47373132,27.99296759,32.20845086,29.6884572,29.02922403,30.7441153,29.95485521,29.57655597,31.82822609,30.12693046,29.98011293,31.76368104,32.86539819,33.4391928,33.65032112,37.61871812,40.420229,42.70468354,101.15068,0.0,0.0,0.0,3.0,4.0,5.2,1.99,6.8,,,0.0,0.0,0.0,0.03,0.04,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.2,1.99,6.8,,,,,,,,,,,,,,,,,,,,629830446.0,903825049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
