IndicatorCode,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-DCHE_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,GHED_PVT-D_pc_US_SHA2011,ORALHEALTH_SUGAR_AVAILABILITY,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val,R_Ad_val_average,R_Ad_val_average,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Ad_val_estimate,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise,R_Sp_excise_average,R_Sp_excise_average,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_Sp_excise_estimate,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,R_excise_proportion,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_VAT,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,Rev_excise,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001474_ARCHIVED,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001475_ARCHIVED,SA_0000001546,SA_0000001546_ARCHIVED,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,TAXBEV_EXCISE,TAXBEV_EXCISE,TAXBEV_SUGARCONTENT,TAXBEV_SUGARCONTENT,TAXBEV_VATSALES,TAXBEV_VATSALES,WHS6_101,WHS6_116
ARM,64.467453,53.16418457,76.67762756,77.9679184,73.171875,63.10401154,61.3093605,58.42900848,71.69869995,73.95485687,78.01216125,79.00772095,79.76249695,84.6021347,83.67940521,83.00222015,81.85066223,85.61706543,86.4431076,86.59964752,79.64311218,81.35023499,82.26875305,83.90179443,16.54275839,16.96323536,45.40069539,51.70502683,52.428188,60.29647046,76.57475201,99.41890034,187.56355176,183.33883931,227.62199636,257.0048954,264.74272836,332.36163486,338.34825969,303.38929744,294.32046937,350.85997549,370.27541144,462.18191385,426.30760083,484.71351392,555.13824314,643.49217183,85.31507,0.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.83,18.08,20.0,16.67,18.33,0.0,27.53,9.7575,30.7,27.5,0.17,0.18,0.2,0.17,0.18,0.21,0.28,16.83,18.08,20.0,16.67,18.33,21.4,27.53,31.83,,,,,,,,14061210666.0,12648969548.0,,,,,,,,,,,,25411116744.0,24602709288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8333333333333335,,10.61,,16.67,,
ATG,41.80508804,40.84836578,41.42494583,40.09136581,41.92370987,44.22232437,46.90572357,48.52497482,49.04826736,45.07781601,41.55625534,42.99832916,43.7047348,43.68273926,40.84021378,40.21233749,44.13653564,43.81507111,39.82854462,41.51376343,36.86793518,36.2383728,35.49321365,41.02031708,217.43752159,233.73752283,231.59994878,246.02111488,250.59856096,283.6047671,311.97725122,346.60175618,340.41137327,274.75107164,300.90420114,308.41919137,329.31600392,322.86127994,337.64889201,317.39991418,360.98785711,346.63118118,341.08021097,335.49347709,322.05049289,302.61401857,316.24568976,345.08292966,62.24658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,306068.9,357350.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.2583333333333335,,10.7,13.04,14.53,,
AUS,28.16367722,28.89151955,28.06231117,28.65874672,28.31289673,28.16251373,28.33368492,27.09379959,27.67008018,26.98945999,27.64272499,26.73970413,28.76534462,32.27200699,29.88537979,28.73684883,28.59527588,28.47432137,28.72610283,26.49208832,26.63095093,24.51671028,25.71146584,26.33915901,458.14809785,447.92660538,491.9151832,638.26690739,776.92880519,843.71304643,899.55726265,1027.61631524,1129.88816568,1076.72862126,1367.75186845,1571.461689,1737.10229057,1875.60687497,1822.48652198,1514.98744549,1549.41696722,1643.16500285,1678.65238179,1468.55679193,1589.33599169,1738.75806787,1728.83440825,1838.57469449,100.65753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.02,54.72,51.19,47.67,51.17,68.43,64.82,70.865,54.0,49.3,0.53,0.55,0.51,0.48,0.51,0.68,0.65,53.02,54.72,51.19,47.67,51.17,68.43,64.82,67.88,,,,,,,,2288888889.0,,1988500000.0,,,,,,,,,,,11914000000.0,,12604000000.0,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.561666666666667,14.646666666666667,10.61,10.61,9.09,9.09,,
AUT,26.86335564,27.41669273,27.46261215,27.62467575,28.0809536,27.4413662,27.26943207,27.24365807,26.39208031,27.18834114,27.78139114,27.55175209,27.29289818,27.98735237,27.71177864,27.98608208,28.23405266,27.01511765,26.24568176,25.77436256,23.68095398,22.34749603,22.88496017,23.49846077,618.36549511,634.81237297,695.24878398,862.52853544,1012.81781804,1020.82554834,1063.48248475,1221.82804281,1340.938818,1343.03831862,1337.74898812,1430.46596922,1360.18998049,1469.8868249,1501.55591052,1301.23984465,1343.63001498,1350.72060385,1415.83891977,1369.44149814,1318.99159248,1464.68673454,1349.74943002,1472.86752728,114.52055,43.0,43.0,42.0,41.0,39.0,37.5,37.5,5.5,42.0,41.0,0.43,0.43,0.42,0.41,0.39,0.38,0.38,14.83,13.35,15.56,16.33,20.0,21.09,20.35,18.04,16.3,17.3,0.15,0.13,0.16,0.16,0.2,0.21,0.2,57.83,56.35,57.56,57.33,59.0,58.59,57.85,57.33,,,,,,,,,,,,,,,,,,,,,,2073000000.0,2074000000.0,,,,,,,1.0,,,,,,,,,,,0.3,0.3,0.3,0.3,,,,,,,,,,,,,1.0,,,,,,,,,,,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,316.49,296.01,335.1,,,647.09,,438.25,499.55,454.81,402.01,447.56,403.87,173.37,242.16,155.42,183.2,,,,,,,,,,,,316.49,296.01,335.1,,,647.09,,586.05,678.38,600.91,535.26,447.56,403.55,323.7,372.5,,,,,256.875,256.6,256.6,256.6,256.6,666.6666666666666,800.0,1200.0,1200.0,1200.0,1200.0,341.6666666666667,341.3333333333333,341.3333333333333,341.3333333333333,341.3333333333333,500.0,600.0,,4.471666666666667,4.828333333333333,10.6,10.6,16.67,16.67,,
AZE,68.60762024,69.73893738,72.10481262,68.96920013,65.59339142,59.14457703,56.38866806,52.66084671,56.54366302,57.87351608,60.30682373,62.09305573,62.95812988,66.20204163,67.53082275,69.14718628,73.18202972,74.72935486,76.22852325,74.14052582,59.95139694,68.01583099,68.71216583,66.9331131,13.04895182,13.38297257,14.74980388,16.29221417,17.89228955,20.31737231,28.12160319,39.31474083,63.26346944,78.36148034,92.30958982,114.83174409,147.70181923,166.61639889,189.23699711,163.36700453,124.18694994,124.80972069,137.23885559,147.73052458,147.01252396,170.71204745,179.64561916,200.67256401,54.16438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,4.13,2.59,2.02,2.86,20.0,34.44,12.225999999999999,3.6,1.9,0.04,0.04,0.03,0.02,0.03,0.2,0.34,4.12,4.13,2.59,2.02,2.86,20.0,34.44,35.0,,,,,,,,,,,8300000.0,,,,,,,49479862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43,5.941666666666666,10.6,10.6,15.25,15.25,,
BDI,64.25966644,47.75265121,52.35043335,52.78498077,40.51196671,41.07004166,41.52054596,42.92697906,44.81361008,36.98011017,29.39211464,27.25948143,24.78526688,22.82637978,33.33250427,33.53612518,30.43211365,31.09975624,28.72589684,23.53046227,23.26885605,27.63461113,28.63917732,27.84177017,3.64948065,3.58534329,3.38706731,3.10015058,3.59846805,4.57158071,5.85653457,6.5519213,6.57427106,6.77474237,7.1867093,6.31548282,4.96001722,4.6253611,6.02185397,5.92794354,5.65876886,5.96081735,5.36547849,5.23400721,6.10094127,6.38751927,7.30916203,7.83475457,9.23288,46.08,36.26,38.44,0.0,0.0,0.0,0.0,0.0,,0.0,0.46,0.36,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,27.5,27.5,22.0,22.0,,25.8,0.0,0.0,0.0,0.28,0.28,0.28,0.22,46.08,36.26,38.44,27.5,27.5,27.5,22.0,22.0,,,,,,,,,,,,,,,,,,,,,4724723237.0,4139384204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1049999999999995,2.7708333333333335,10.37,10.61,15.25,15.25,58.3,2.8
BEL,25.46908569,24.66787529,26.27672768,26.11189079,25.24660683,25.45535278,25.47913933,25.88215065,24.31386948,25.60424042,25.33962059,24.75822067,24.48866272,24.80521965,24.34605789,24.03235054,23.69350624,23.97299767,24.24310303,25.54878235,23.87915039,24.78350639,26.09348869,26.33246231,471.15670196,463.73992171,547.79621197,737.00904123,838.76506299,869.46472753,903.76244031,1052.42315943,1132.06383262,1217.68859919,1172.21771603,1235.5232287,1166.62394946,1241.66236392,1244.12575239,1073.15393773,1082.70814083,1157.31891633,1268.80701785,1299.78311117,1258.28944905,1449.1345871,1431.9043435,1561.7821269,132.35616,52.41,52.41,52.54,50.41,45.84,40.04,40.04,14.307999999999998,52.5,50.4,0.52,0.52,0.53,0.5,0.46,0.4,0.4,7.66,6.58,6.18,8.15,12.51,19.58,19.55,11.728000000000002,6.5,8.7,0.08,0.07,0.06,0.08,0.13,0.2,0.2,60.07,58.99,58.72,58.56,58.35,59.62,59.59,62.55,,,,,,,,,,,,,,,,,,,2364660000.0,2484590000.0,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.69,489.34,579.6,716.63,723.39,695.66,749.57,813.9,950.62,853.57,761.42,897.91,486.44,672.3,740.0,653.61,701.62,,,,,,,,,,,,570.96,572.93,575.31,716.63,723.39,695.66,749.57,813.9,950.62,853.57,761.42,897.91,799.49,689.8,738.27,,,,,466.95,466.73,466.725,1174.9733333333334,469.5575,522.0075,746.3866666666667,57.24,57.24,74.91,,606.9,606.6066666666667,606.6,886.36,608.4933333333333,678.4266666666666,1090.9599999999998,,9.215,8.905,10.6,10.6,13.459999999999999,13.459999999999999,,
BEN,59.09376526,52.39200211,55.29582977,55.2389946,52.06284332,49.98822784,49.05897903,52.0674057,47.99972534,45.27793503,45.4266777,45.83340836,47.10982895,48.32500839,53.49380493,58.57353973,53.95510483,52.61595535,54.17302704,60.24988937,58.94838333,61.00945663,54.27302551,46.90857697,8.5235161,8.52407312,9.354909,11.63861142,12.76927225,12.55946849,13.05098395,13.95239991,13.49985448,13.44494641,13.34508924,14.56043221,15.52559393,16.20543777,17.33831888,16.018301,19.73982988,20.39321925,21.42427429,20.45226498,21.58720688,23.45846055,20.49507394,21.82572746,29.89041,4.46,7.36,5.38,5.38,3.95,3.11,7.77,8.98,,,0.04,0.07,0.05,0.05,0.04,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,7.36,5.38,5.38,3.95,3.11,7.77,8.98,,,,,,,1017562210.0,662171104.0,,,,,,,,,,,,1873594870.0,1801226189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.375,3.3299999999999996,10.6,10.6,15.25,15.25,,
BFA,60.46869659,61.16992188,58.91205597,55.27878571,45.98309708,45.82016754,41.41151047,36.17942047,38.28336334,38.11584473,34.27275085,38.41626358,38.6616478,41.50682831,43.8604393,46.95412827,36.45195007,38.314888,42.82529831,42.41405487,42.11193848,45.19674683,46.15848541,47.63228226,6.05232833,6.28532887,7.03405633,8.85929035,9.71291325,9.77933199,9.75325154,10.75427068,11.77933158,11.91600577,11.32995252,12.94785431,13.01628469,17.54409171,16.77449756,15.18380143,14.40213126,16.62013971,16.48162875,17.41900963,24.07787758,28.74138625,29.71840323,34.16880227,17.0137,15.28,16.95,16.95,16.95,19.56,26.3,28.25,28.25,,,0.15,0.17,0.17,0.17,0.2,0.26,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,16.95,16.95,16.95,19.56,26.3,28.25,28.25,,,,,,,,6072217215.0,6963675767.0,,,,,,,,,,,,24144367177.0,24731703482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.638333333333333,9.81,7.6,,15.25,15.25,72.1,2.9
BGD,64.02439117,68.50126648,65.70114136,65.72670746,65.92006683,68.66895294,69.12872314,69.45909119,70.7351532,70.67395782,70.44635773,70.99597931,70.92236328,71.94525146,73.13734436,75.12078094,73.93395233,72.72188568,73.20014191,79.22569275,79.63627625,78.74753571,80.92211914,82.01707458,5.29856606,5.54877919,5.94859609,6.56237894,7.11276178,7.76923123,8.33684087,9.75135414,11.00778174,12.51142555,14.52678395,16.16825586,16.62258189,19.40304739,21.87649398,24.94760193,29.06083312,30.67053453,32.78555825,35.7123839,39.0436248,44.17453684,45.81925344,43.84987724,16.93151,32.0,33.0,39.0,42.0,50.0,55.0,46.8,43.53333333333333,48.8,60.6,0.32,0.33,0.39,0.42,0.5,0.55,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,33.0,39.0,42.0,50.0,55.0,46.8,45.6,,,,,,,,49248800000.0,51070800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69,4.73,5.26,5.55,5.48,5.91,6.25,7.38,7.99,8.15,9.0,8.9,8.71,8.82,9.04,8.82,8.6,,,,,,,,,,,,,,,,,,4.03,4.61,5.26,7.06,7.86,7.63,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,4.815,,10.98,,15.0,,,
BGR,40.45759201,43.9397583,40.65620422,39.28796387,40.57385635,40.42826462,44.31307602,44.25252914,44.59651566,46.19471741,44.76433182,45.85725403,49.1980896,43.43709183,41.76141357,44.10270309,44.866642,45.06551361,42.36348724,40.8444519,38.13097763,35.04782104,37.4514122,36.67183304,38.23472816,52.64601923,60.23504114,76.90006806,94.58028875,108.24286204,130.34715764,159.85296422,203.17360793,212.17511464,216.97950367,254.92542643,274.84999516,240.50563473,257.3183117,235.60308289,260.12209922,291.82890961,304.92400899,299.41710022,345.67430907,388.7163625,399.49116681,461.28613344,74.41096,40.5,23.0,23.0,23.0,38.0,25.0,25.0,5.0,23.0,23.0,0.41,0.23,0.23,0.23,0.38,0.25,0.25,28.28,49.03,43.91,45.91,30.43,45.42,43.6,13.804000000000002,46.8,44.3,0.28,0.49,0.44,0.46,0.3,0.45,0.44,68.78,72.03,66.91,68.91,68.43,70.42,68.6,68.6,,,,,,,,,,,,,,,,,,,2536180000.0,2735420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.79,122.35,173.63,123.38,141.5,193.18,171.76,179.69,182.97,149.39,168.18,,,,,,,,,,,,,,,,,,101.45,122.35,173.635,123.38,141.5,193.18,171.63,135.36,133.96,,,,,283.615,283.515,190.54333333333332,283.515,283.515,283.515,374.9533333333333,562.43,562.43,562.43,,190.67666666666665,190.54333333333332,4.6,190.54333333333332,190.54333333333332,190.54333333333332,281.215,,7.445,4.846666666666667,,10.6,16.67,16.67,,
BHR,28.90905952,28.31391144,28.74835396,34.03111267,32.66379547,30.12581062,30.59978867,35.74647903,34.79516602,33.84495544,34.79981995,34.66829681,34.65159225,34.81866837,35.01831055,34.98120117,38.6342392,43.11646652,41.16764069,41.72651291,37.03759003,36.2557869,38.84096146,40.73487091,130.52513984,129.56371846,134.87429448,180.55023938,172.40927382,168.08919114,176.95768887,242.06189815,255.7427723,283.79971304,301.60038052,319.54485361,359.74109808,388.28705393,392.96162781,394.67293563,423.40246647,465.69623602,428.90759604,429.89315973,407.83580713,426.70195877,457.85985577,478.96721434,,0.0,0.0,0.0,0.0,0.0,50.0,48.78,47.62,,,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,48.78,47.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.15,,10.6,,9.09,,
BHS,59.77048492,59.47859955,59.81783295,58.92986298,59.6230545,60.11896896,60.85769272,59.3142662,56.52746201,53.85853958,54.35909271,54.82374573,55.92935181,53.82297897,54.49158859,55.05765915,51.38589859,45.35372543,51.5945015,49.10712433,40.45867157,47.68927002,42.86257172,48.92816544,567.15161641,592.23934879,610.76163665,626.09316521,642.9222256,693.30154411,765.37428939,801.38434906,807.91127524,763.1349352,784.94887389,790.69424423,849.37091379,839.28852211,882.41859176,874.63373442,879.52363926,938.57060245,967.77892684,923.90340212,752.96163416,928.13795204,997.49821794,1106.91863325,88.41096,31.23,31.23,26.4,0.0,0.0,,0.0,0.0,,0.0,0.31,0.31,0.26,0.0,0.0,,0.0,0.0,0.0,0.0,42.86,33.52,,30.0,42.37,,41.6,0.0,0.0,0.0,0.43,0.34,,0.3,31.23,31.23,26.4,42.86,33.52,,30.0,42.37,,,,,,2282546.6,,3299775.0,,,,,,,,,,,14931555.2,,14285239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0483333333333333,,10.7,,9.09,42.9,15.9
BIH,41.98865128,41.58247757,38.4563446,32.5493927,42.70067978,45.20005417,44.99708176,44.27066422,43.91299057,31.01283073,30.42263985,29.72920227,29.46184921,29.32818985,29.1812973,29.09026527,28.91307259,29.48897171,29.70884132,29.73446655,29.15569878,31.03323746,31.30319786,31.4275856,44.75095852,43.63620445,45.71328195,54.8203834,94.91403841,109.22162795,126.56061176,161.08424275,201.68874289,126.93271923,123.55561006,135.85325229,131.08653954,139.33119295,143.88520964,125.33126068,130.23649958,138.98883127,157.41392267,162.48425261,173.42467452,216.32472727,208.88523462,242.8993196,49.83562,41.97,42.0,42.0,42.0,42.0,42.0,42.0,8.4,42.0,42.0,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.0,13.17,16.07,24.32,26.67,27.27,27.5,8.059999999999999,17.7,28.5,0.0,0.13,0.16,0.24,0.27,0.27,0.28,41.97,55.17,58.07,66.32,68.67,69.27,69.5,69.5,,,,,,,,,,,,,,,,,,,,,709745800.0,812225220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,21.24327469,25.21857643,27.32116699,23.89539909,23.2184391,25.42748833,28.31874084,29.67510223,34.01032257,35.17311859,31.50159836,36.34972382,33.80138397,36.93608475,37.10070419,38.82481766,28.64005661,30.51343727,29.23045731,29.47940063,28.81702614,25.56515694,32.28483963,33.16725159,12.11492196,18.50185193,23.48819128,25.92893229,32.73719804,49.87298255,62.7831256,82.68499046,118.67097672,101.45606511,107.46392438,115.52848446,123.07069865,167.88173534,166.31291953,140.12627584,85.0458447,101.28655912,102.30419662,117.95185946,121.15730677,123.74540676,170.79285149,185.14837938,71.9726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,11.57,18.89,35.46,31.88,34.24,38.91,12.379999999999999,24.6,36.0,0.14,0.12,0.19,0.35,0.32,0.34,0.39,13.6,11.57,18.89,35.46,31.88,34.24,38.91,39.93,,,,,,,,,,,,,,,,,571445510.8,,863348794.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.290000000000001,9.58,,10.6,16.67,16.67,,
